,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Type
250,Maruti Swift,Pune,2012,120000,Diesel,Manual,First,22.9,1248,74,5.0,3,Maruti
251,Hyundai Verna,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582,126.2,5.0,2,Hyundai
252,Hyundai i20,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197,80,5.0,2,Hyundai
253,Mercedes-Benz GLE,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987,254.79,5.0,61,Mercedes-Benz
254,Mercedes-Benz New,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148,170,5.0,18,Mercedes-Benz
255,Maruti Ritz,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248,73.94,5.0,4,Maruti
256,Hyundai Creta,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582,126.2,5.0,13,Hyundai
257,Maruti A-Star,Pune,2010,67000,Petrol,Manual,First,19.0,998,66.1,5.0,2,Maruti
258,Renault Duster,Delhi,2016,26000,Diesel,Manual,First,19.64,1461,108.45,5.0,10,Renault
259,Fiat Grande,Delhi,2010,120000,Diesel,Manual,First,17.8,1248,76,5.0,1,Fiat
260,BMW X3,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993,258,5.0,45,BMW
261,Hyundai i10,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197,78.9,5.0,3,Hyundai
262,Toyota Innova,Pune,2016,47000,Diesel,Manual,First,12.8,2494,102,7.0,12,Toyota
263,Maruti Zen,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993,60,5.0,0,Maruti
264,Maruti Swift,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248,74,5.0,7,Maruti
265,Mahindra Scorpio,Pune,2013,105000,Diesel,Manual,Second,12.05,2179,120,8.0,7,Mahindra
266,Tata Zest,Pune,2017,121900,Diesel,Manual,First,22.95,1248,74,5.0,3,Tata
267,Ford EcoSport,Mumbai,2017,22695,Petrol,Manual,First,18.88,999,123.24,5.0,8,Ford
268,Maruti Swift,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248,74,5.0,4,Maruti
269,Maruti Alto,Kochi,2016,32227,Petrol,Manual,First,22.74,796,47.3,5.0,3,Maruti
270,Honda City,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497,118,5.0,4,Honda
271,Audi Q7,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967,241.4,7.0,70,Audi
272,Skoda Laura,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896,105,5.0,2,Skoda
273,Hyundai Verna,Kochi,2012,54308,Petrol,Manual,First,17.1,1591,121.3,5.0,4,Hyundai
274,Honda City,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497,118,5.0,3,Honda
275,Hyundai i20,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396,88.8,5.0,3,Hyundai
276,Hyundai i20,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396,98.6,5.0,5,Hyundai
277,Volkswagen Vento,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598,103.6,5.0,4,Volkswagen
278,Honda City,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5.0,6,Honda
279,Tata Zest,Pune,2018,45000,Diesel,Manual,First,22.95,1248,74,5.0,5,Tata
280,BMW 5,Pune,2015,64000,Diesel,Automatic,First,18.48,1995,177,5.0,28,BMW
281,Maruti Wagon,Delhi,2009,60000,Petrol,Manual,First,18.9,1061,67,5.0,1,Maruti
282,Honda Jazz,Delhi,2015,62178,Petrol,Manual,First,18.2,1199,88.7,5.0,4,Honda
283,Volkswagen Jetta,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896,105,5.0,6,Volkswagen
284,Hyundai i10,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197,78.9,5.0,3,Hyundai
285,Mercedes-Benz New,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143,170,5.0,18,Mercedes-Benz
286,Hyundai i10,Pune,2012,45275,Petrol,Manual,First,20.36,1197,78.9,5.0,2,Hyundai
287,Toyota Innova,Chennai,2016,48000,Diesel,Manual,First,13.68,2393,147.8,7.0,20,Toyota
288,Audi A6,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968,174.33,5.0,26,Audi
289,Toyota Innova,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494,100.6,7.0,8,Toyota
290,Volkswagen Polo,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198,73.9,5.0,3,Volkswagen
291,Maruti Alto,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998,67.1,5.0,2,Maruti
292,Honda City,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497,117.3,5.0,12,Honda
293,Tata Indigo,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405,70,5.0,2,Tata
294,Audi A6,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968,174.33,5.0,20,Audi
295,Mercedes-Benz GLA,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143,136,5.0,20,Mercedes-Benz
296,Maruti Celerio,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998,67.04,5.0,4,Maruti
297,Mercedes-Benz GLE,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143,201.15,5.0,57,Mercedes-Benz
298,Land Rover,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179,187.7,5.0,44,Land
299,Volkswagen Vento,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598,103.6,5.0,3,Volkswagen
300,Maruti Omni,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796,35,5.0,2,Maruti
301,Honda Brio,Kochi,2012,91931,Petrol,Manual,First,18.5,1198,86.8,5.0,3,Honda
302,Tata Sumo,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956,83.1,7.0,1,Tata
303,Tata Indica,Pune,2012,91183,Diesel,Manual,First,18.0,1248,75,5.0,2,Tata
304,Maruti Wagon,Delhi,2012,65000,Petrol,Manual,First,18.9,998,67.1,5.0,2,Maruti
305,Mahindra XUV500,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179,140,7.0,10,Mahindra
306,Tata Indigo,Pune,2008,138000,Diesel,Manual,Second,17.1,1396,70,5.0,1,Tata
307,Maruti Ertiga,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373,93.7,7.0,8,Maruti
308,Honda Accord,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354,177.6,5.0,4,Honda
309,Maruti Swift,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248,73.9,5.0,3,Maruti
310,Ford Fiesta,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399,68,5.0,2,Ford
311,Honda City,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78,5.0,1,Honda
312,Audi A6,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968,174.33,5.0,21,Audi
313,BMW 6,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993,313,4.0,49,BMW
314,Audi Q7,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967,245,7.0,62,Audi
315,Maruti Zen,Pune,2008,42496,CNG,Manual,First,26.3,998,67.1,5.0,1,Maruti
316,Hyundai i20,Pune,2012,83000,Diesel,Manual,First,23.0,1396,90,5.0,5,Hyundai
317,Hyundai i10,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197,78.9,5.0,2,Hyundai
318,Honda Jazz,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199,88.7,5.0,6,Honda
319,Maruti Swift,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248,74,5.0,6,Maruti
320,Hyundai i20,Pune,2011,79152,Petrol,Manual,Second,18.5,1197,82.85,5.0,3,Hyundai
321,Volkswagen Polo,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198,73.9,5.0,2,Volkswagen
322,Maruti Alto,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796,46.3,5.0,1,Maruti
323,Toyota Corolla,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794,125,5.0,2,Toyota
324,Maruti Alto,Chennai,2006,56000,Petrol,Manual,Second,19.7,796,46.3,5.0,1,Maruti
325,Tata Manza,Pune,2012,73000,Diesel,Manual,First,21.12,1248,88.8,5.0,3,Tata
326,Maruti Alto,Pune,2012,38000,Petrol,Manual,First,19.7,796,46.3,5.0,2,Maruti
327,Skoda Octavia,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968,141,5.0,7,Skoda
328,Toyota Corolla,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794,125,5.0,2,Toyota
329,Hyundai i20,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197,81.83,5.0,7,Hyundai
330,Maruti Vitara,Chennai,2016,45000,Diesel,Manual,First,24.3,1248,88.5,5.0,7,Maruti
331,Honda City,Delhi,2010,87430,Petrol,Manual,First,17.0,1497,118,5.0,3,Honda
332,Tata Indica,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248,75,5.0,3,Tata
333,Honda Amaze,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498,98.6,5.0,3,Honda
334,Hyundai EON,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814,55.2,5.0,3,Hyundai
335,BMW 3,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995,190,5.0,25,BMW
336,Hyundai Verna,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582,126.32,5.0,5,Hyundai
337,Tata Manza,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248,88.8,5.0,2,Tata
338,Skoda Octavia,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984,227,5.0,2,Skoda
339,Maruti Alto,Pune,2017,30000,Petrol,Manual,First,24.07,998,67.1,5.0,3,Maruti
340,Ford Ecosport,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498,89.84,5.0,6,Ford
341,Chevrolet Spark,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995,62,5.0,0,Chevrolet
342,Jaguar XF,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999,177,5.0,52,Jaguar
343,Honda CR-V,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997,141.1,5.0,3,Honda
344,Skoda Superb,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798,177.46,5.0,27,Skoda
345,Hyundai i10,Chennai,2009,620000,Petrol,Manual,First,20.36,1197,78.9,5.0,2,Hyundai
346,Maruti Swift,Delhi,2013,70000,Diesel,Manual,First,22.9,1248,74,5.0,3,Maruti
347,Maruti Swift,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197,83.14,5.0,6,Maruti
348,Nissan Micra,Chennai,2011,83000,Diesel,Manual,First,23.08,1461,63.1,5.0,2,Nissan
349,Maruti Swift,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248,74,5.0,3,Maruti
350,Ford Fiesta,Pune,2012,63400,Diesel,Manual,First,17.8,1399,67,5.0,3,Ford
351,Maruti Zen,Kolkata,2003,65000,Petrol,Manual,First,17.3,993,60,5.0,0,Maruti
352,Mini Clubman,Pune,2017,8350,Petrol,Manual,First,13.8,1998,192,5.0,35,Mini
353,Toyota Etios,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364,67.05,5.0,3,Toyota
354,Maruti Alto,Kolkata,2018,26200,Petrol,Manual,First,24.7,796,47.3,5.0,2,Maruti
355,Maruti Alto,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796,47,5.0,2,Maruti
356,BMW X5,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993,235,5.0,17,BMW
357,Nissan Teana,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496,179.5,5.0,8,Nissan
358,Hyundai Grand,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197,82,5.0,5,Hyundai
359,Maruti Vitara,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248,88.5,5.0,9,Maruti
360,Audi Q7,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967,241.4,7.0,12,Audi
361,Mercedes-Benz GLA,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143,136,5.0,20,Mercedes-Benz
362,Maruti 800,Chennai,2007,72000,Petrol,Manual,Third,16.1,796,37,4.0,1,Maruti
363,Renault Duster,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461,83.8,5.0,7,Renault
364,Toyota Corolla,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364,87.2,5.0,16,Toyota
365,Mercedes-Benz New,Chennai,2014,25000,Diesel,Manual,First,15.8,2148,170,5.0,26,Mercedes-Benz
366,Maruti Ritz,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248,73.9,5.0,3,Maruti
367,Honda BRV,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497,117.3,7.0,9,Honda
368,Hyundai Xcent,Kochi,2015,74310,Diesel,Manual,First,24.4,1120,71,5.0,4,Hyundai
369,Mercedes-Benz E-Class,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143,203,5.0,26,Mercedes-Benz
370,Mercedes-Benz B,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595,120.7,5.0,11,Mercedes-Benz
371,Mercedes-Benz E-Class,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143,204,5.0,37,Mercedes-Benz
372,Honda City,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497,117.3,5.0,8,Honda
373,Honda City,Chennai,2011,93982,Petrol,Manual,First,17.0,1497,118,5.0,3,Honda
374,Hyundai Verna,Pune,2010,95000,Petrol,Manual,First,16.2,1599,103.2,5.0,2,Hyundai
375,Jaguar XE,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999,246.74,5.0,34,Jaguar
376,Honda Amaze,Delhi,2015,52516,Petrol,Manual,First,18.0,1198,86.7,5.0,4,Honda
377,Mini Cooper,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598,122,4.0,32,Mini
378,Mercedes-Benz S,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987,282,5.0,62,Mercedes-Benz
379,Hyundai EON,Chennai,2014,37000,Petrol,Manual,First,21.1,814,55.2,5.0,3,Hyundai
380,Maruti Wagon,Kolkata,2014,17400,Petrol,Manual,First,20.51,998,67.04,5.0,3,Maruti
381,Maruti Ritz,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248,73.9,5.0,3,Maruti
382,BMW 3,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995,181,5.0,11,BMW
383,Tata Xenon,Pune,2014,85000,Diesel,Manual,First,13.49,2179,138.03,5.0,3,Tata
384,Audi A3,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968,143,5.0,16,Audi
385,Land Rover,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179,187.7,5.0,30,Land
386,Mercedes-Benz GL-Class,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987,224,7.0,28,Mercedes-Benz
387,Mitsubishi Pajero,Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477,175.56,7.0,28,Mitsubishi
388,Maruti Alto,Jaipur,2010,125000,Petrol,Manual,First,19.7,796,46.3,5.0,0,Maruti
389,Maruti Wagon,Pune,2013,53000,Petrol,Manual,First,14.0,1061,64,5.0,2,Maruti
390,Land Rover,Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179,187.7,5.0,53,Land
391,Hyundai Verna,Pune,2011,49768,Petrol,Manual,Second,17.01,1591,121.3,5.0,4,Hyundai
392,BMW 5,Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993,218,5.0,33,BMW
393,Jaguar XF,Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993,270.9,5.0,27,Jaguar
394,Skoda Superb,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798,157.75,5.0,7,Skoda
395,Audi Q3,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968,174.33,5.0,25,Audi
396,Land Rover,Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179,187.7,5.0,29,Land
397,Mercedes-Benz New,Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143,170,5.0,19,Mercedes-Benz
398,Mahindra Scorpio,Kochi,2017,28464,Diesel,Manual,First,15.4,2179,120,7.0,13,Mahindra
399,BMW 3,Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995,190,5.0,25,BMW
400,Honda BR-V,Pune,2017,9000,Petrol,Manual,First,15.4,1497,117.3,7.0,8,Honda
401,Volvo S80,Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400,215,5.0,7,Volvo
402,Hyundai Accent,Pune,2005,5834,Petrol,Manual,First,13.2,1495,94,5.0,0,Hyundai
403,Hyundai i20,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197,81.86,5.0,6,Hyundai
404,Mercedes-Benz GLC,Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996,367,5.0,70,Mercedes-Benz
405,Hyundai EON,Kolkata,2015,20800,Petrol,Manual,Second,21.1,814,55.2,5.0,2,Hyundai
406,Hyundai Grand,Kochi,2018,40322,Petrol,Manual,First,18.9,1197,81.86,5.0,5,Hyundai
407,Honda City,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493,100,5.0,4,Honda
408,Volkswagen Polo,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198,73.9,5.0,2,Volkswagen
409,Audi A6,Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798,187.74,5.0,24,Audi
410,Hyundai Creta,Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591,121.3,5.0,12,Hyundai
411,Mercedes-Benz New,Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796,186,5.0,8,Mercedes-Benz
412,Mini Cooper,Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998,189.08,4.0,28,Mini
413,Toyota Etios,Bangalore,2013,37000,Diesel,Manual,First,23.59,1364,67.04,5.0,5,Toyota
414,Honda Brio,Delhi,2014,30000,Petrol,Manual,Second,19.4,1198,86.8,5.0,3,Honda
415,Maruti Baleno,Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197,83.1,5.0,9,Maruti
416,Skoda Laura,Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968,138.1,5.0,6,Skoda
417,Hyundai EON,Kochi,2018,13102,Petrol,Manual,First,21.1,814,55.2,5.0,4,Hyundai
418,Renault Captur,Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461,108.45,5.0,13,Renault
419,BMW 5,Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993,258,5.0,25,BMW
420,Maruti Alto,Kochi,2016,34267,Petrol,Manual,First,22.74,796,47.3,5.0,3,Maruti
421,Volvo V40,Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984,150,5.0,22,Volvo
422,Maruti Wagon,Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998,67.1,5.0,1,Maruti
423,Honda City,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78,5.0,2,Honda
424,Maruti Eeco,Kochi,2017,31841,CNG,Manual,First,15.1,1196,73,5.0,4,Maruti
425,Chevrolet Enjoy,Kolkata,2014,15000,Petrol,Manual,First,13.7,1399,98.79,8.0,3,Chevrolet
426,Mahindra Bolero,Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523,62.1,7.0,7,Mahindra
427,Hyundai EON,Hyderabad,2014,20600,Petrol,Manual,First,21.1,814,55.2,5.0,2,Hyundai
428,Hyundai Creta,Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591,121.3,5.0,13,Hyundai
429,Volkswagen Vento,Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598,103.5,5.0,7,Volkswagen
430,Honda Civic,Pune,2008,61938,Petrol,Automatic,Second,12.9,1799,130,5.0,2,Honda
431,Tata Indica,Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248,74,5.0,2,Tata
432,Mahindra XUV500,Kochi,2013,61672,Diesel,Manual,First,16.0,2179,140,7.0,7,Mahindra
433,Hyundai i20,Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197,81.83,5.0,7,Hyundai
434,Audi Q5,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5.0,39,Audi
435,Maruti Ritz,Chennai,2011,67000,Petrol,Manual,Second,18.5,1197,85.80,5.0,2,Maruti
436,Mitsubishi Cedia,Chennai,2010,66000,Petrol,Manual,Second,13.17,1999,114,5.0,3,Mitsubishi
437,Toyota Innova,Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494,102,7.0,13,Toyota
438,Maruti Celerio,Hyderabad,2016,80219,Diesel,Manual,First,27.62,793,47,5.0,3,Maruti
439,Maruti S-Cross,Delhi,2018,12923,Diesel,Manual,First,25.1,1248,88.5,5.0,8,Maruti
440,Audi Q3,Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968,181,5.0,20,Audi
441,BMW 3,Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995,190,5.0,36,BMW
442,Audi Q7,Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134,335.2,7.0,48,Audi
443,Hyundai i20,Pune,2016,6800,Petrol,Manual,First,18.6,1197,81.83,5.0,7,Hyundai
444,Renault Duster,Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461,108.45,5.0,5,Renault
445,Hyundai Xcent,Pune,2016,51000,Diesel,Manual,First,24.4,1120,71,5.0,5,Hyundai
446,Ford Ecosport,Delhi,2014,31465,Diesel,Manual,First,22.7,1498,89.84,5.0,6,Ford
447,Volkswagen Polo,Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198,73.9,5.0,4,Volkswagen
448,Hyundai Grand,Kolkata,2017,14000,Diesel,Manual,First,24.0,1120,70,5.0,4,Hyundai
449,Tata Manza,Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248,88.8,5.0,2,Tata
450,Honda City,Kolkata,2011,48466,Petrol,Manual,First,17.0,1497,118,5.0,3,Honda
451,Hyundai Santro,Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086,62.1,5.0,2,Hyundai
452,Toyota Innova,Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494,100,7.0,10,Toyota
453,Maruti Ciaz,Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248,88.5,5.0,8,Maruti
454,Toyota Fortuner,Delhi,2013,69000,Diesel,Manual,First,12.55,2982,169,7.0,14,Toyota
455,Mercedes-Benz E-Class,Kochi,2018,26405,Petrol,Automatic,First,12.6,1950,191.34,5.0,51,Mercedes-Benz
456,Mercedes-Benz New,Chennai,2014,45000,Diesel,Manual,First,15.8,2148,170,5.0,23,Mercedes-Benz
457,Skoda Yeti,Kolkata,2012,64284,Diesel,Manual,First,17.72,1968,108.49,5.0,5,Skoda
458,Hyundai Grand,Delhi,2015,27000,Petrol,Manual,First,18.9,1197,82,5.0,4,Hyundai
459,Ford Figo,Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196,86.8,5.0,6,Ford
460,Skoda Octavia,Mumbai,2013,21000,Petrol,Manual,First,16.8,1395,138.02,5.0,8,Skoda
461,Renault Duster,Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461,83.8,5.0,7,Renault
462,Land Rover,Delhi,2015,24000,Diesel,Automatic,Second,15.68,1999,177,5.0,33,Land
463,Ford Figo,Chennai,2011,75000,Diesel,Manual,Second,20.0,1399,68,5.0,2,Ford
464,Ford Endeavour,Hyderabad,2008,179000,Diesel,Automatic,Second,12.8,2953,156,7.0,4,Ford
465,Toyota Fortuner,Coimbatore,2017,47198,Diesel,Manual,First,12.55,2982,168.5,7.0,28,Toyota
466,Volkswagen Polo,Kolkata,2012,52000,Diesel,Manual,First,22.07,1199,73.9,5.0,2,Volkswagen
467,Maruti Ritz,Jaipur,2011,91000,Diesel,Manual,First,23.2,1248,73.94,5.0,3,Maruti
468,Nissan Micra,Pune,2013,60000,Diesel,Manual,First,23.08,1461,63.1,5.0,3,Nissan
469,Hyundai Verna,Kolkata,2013,37873,Diesel,Manual,First,22.32,1582,126.32,5.0,4,Hyundai
470,BMW 5,Kolkata,2011,31000,Petrol,Automatic,First,10.8,2497,150,5.0,13,BMW
471,Mercedes-Benz GLS,Pune,2017,129000,Diesel,Automatic,First,11.0,2987,258,7.0,56,Mercedes-Benz
472,Honda CR-V,Hyderabad,2004,78000,Petrol,Automatic,First,12.0,2354,187.4,5.0,3,Honda
473,Hyundai Creta,Bangalore,2016,32000,Diesel,Automatic,First,17.01,1582,126.2,5.0,15,Hyundai
474,Hyundai i10,Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086,68.05,5.0,2,Hyundai
475,Mercedes-Benz A,Kochi,2016,35437,Diesel,Automatic,First,20.0,2143,136,5.0,18,Mercedes-Benz
476,Maruti Ertiga,Jaipur,2014,98000,Petrol,Manual,First,16.02,1373,93.7,7.0,5,Maruti
477,Skoda Octavia,Chennai,2006,72000,Diesel,Manual,Second,18.7,1896,66,5.0,3,Skoda
478,Honda Amaze,Pune,2015,79000,Petrol,Manual,First,18.0,1198,86.7,5.0,4,Honda
479,Maruti Zen,Chennai,2004,29000,Petrol,Manual,First,17.3,993,60,5.0,1,Maruti
480,Maruti SX4,Kochi,2013,66012,Petrol,Manual,First,15.5,1586,103.3,5.0,4,Maruti
481,Honda Brio,Mumbai,2014,35000,Petrol,Automatic,First,16.5,1198,86.8,5.0,4,Honda
482,Maruti Wagon,Ahmedabad,2011,75000,Petrol,Manual,First,18.9,998,67.1,5.0,2,Maruti
483,Toyota Camry,Mumbai,2008,80000,Petrol,Automatic,Second,12.1,2362,164.7,5.0,3,Toyota
484,Chevrolet Beat,Kochi,2012,32717,Petrol,Manual,First,18.6,1199,79.4,5.0,2,Chevrolet
485,Toyota Fortuner,Delhi,2017,25000,Diesel,Automatic,First,12.55,2982,168.5,7.0,32,Toyota
486,Ford Ecosport,Mumbai,2014,79000,Diesel,Manual,First,22.7,1498,89.84,5.0,6,Ford
487,Maruti Swift,Hyderabad,2010,86000,Diesel,Manual,Second,17.8,1248,75,5.0,3,Maruti
488,Mercedes-Benz S,Pune,2010,137000,Diesel,Automatic,First,13.5,2987,282,5.0,18,Mercedes-Benz
489,Honda Mobilio,Mumbai,2015,25000,Petrol,Manual,Second,17.3,1497,117.3,7.0,4,Honda
490,Hyundai Grand,Mumbai,2017,8500,Petrol,Manual,Second,18.9,1197,82,5.0,4,Hyundai
491,Mahindra XUV500,Bangalore,2015,34000,Diesel,Automatic,First,16.0,2179,140,7.0,13,Mahindra
492,Skoda Fabia,Pune,2012,41629,Petrol,Manual,Second,14.83,1598,105,5.0,2,Skoda
493,Hyundai Santro,Hyderabad,2009,80227,Petrol,Manual,First,17.92,1086,62.1,5.0,2,Hyundai
494,Hyundai Creta,Kochi,2019,8587,Petrol,Manual,First,15.29,1591,121.3,5.0,13,Hyundai
495,Mahindra Scorpio,Delhi,2017,30000,Diesel,Manual,First,15.4,1997,120,7.0,12,Mahindra
496,Skoda Rapid,Pune,2013,64186,Diesel,Manual,First,20.5,1598,103.5,5.0,3,Skoda
497,Renault Duster,Coimbatore,2015,76427,Diesel,Manual,First,19.01,1461,108.45,5.0,8,Renault
498,BMW X5,Hyderabad,2011,75000,Diesel,Automatic,First,11.7,2993,245,5.0,27,BMW
499,Toyota Etios,Coimbatore,2013,27075,Petrol,Manual,First,17.6,1496,88.73,5.0,4,Toyota
500,Maruti Wagon,Ahmedabad,2012,30000,Petrol,Manual,First,22.5,998,67.04,5.0,3,Maruti
501,Hyundai Creta,Chennai,2016,69434,Petrol,Manual,First,15.8,1591,121.3,5.0,8,Hyundai
